"id","shock.stage","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","date.3","mass.3","mass.in.hs","inst.in.hs","date.in.hs","time.in.hs","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.p5.1","mass.p5.1","instar.p5.1","date.p5.2","mass.p5.2","inst.p5.2","date.p5.3","mass.p5.3","inst.p5.3","date.p5.4","mass.p5.4","inst.p5.4","date.cull","mass.cull","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","fem.ecl","male.ecl","fem.mass","male.mass","num.unem.mat","num.unem.im","mat.load","tot.load","mass.unem","mass.fail.spin","pup","moth.ecl","pv.dna","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.p5.4.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died.bf5","time.ovp.dec","time.in.hs.dec","time.out.hs.dec","tt3","tt4","tt5","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttwand","ttcull","ttem.h","ttem.w","ttecl","ps.em","ps.ecl","ind.male.mass","ind.fem.mass","tot.unem","p.unem.mat","p.unem.im","hs.cal"
169,"late",25,10,42,3,NA,"10/24/18","10/29/18",11:43:00,2,"10/29/18",55.08,"1987.31",5,"11/8/18",09:45:00,"11/10/18",17:15:00,"11/2/18",182.58,"11/7/18",1350.06,"11/14/18",3493.44,"5","11/21/18",3767.29,"5","11/28/18",3371.16,"cull",NA,NA,NA,"11/28/18","3371.16",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,298,303,303,313,315,307,312,319,326,333,NA,333,NA,NA,NA,"0",11.7166666666667,9.75,17.25,5,9,14,21,28,35,NA,NA,35,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
170,"mid",25,10,42,3,NA,"10/24/18","10/29/18",11:34:00,1,"10/29/18",55.58,"320.63",3,"11/2/18",09:15:00,"11/4/18",17:45:00,"11/4/18",415.7,"11/10/18",1984.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/14/18",5,0,"4149.72",73,72,1,"11/20/18",63,26,37,8.37,8.97,21,4,"94",98,NA,NA,NA,NA,NA,NA,"alls 2nds, no 1sts",0,298,303,303,307,309,309,315,NA,NA,NA,NA,NA,NA,319,325,"0",11.5666666666667,9.25,17.75,5,11,17,NA,NA,NA,NA,NA,NA,21,16,22,0.744897959183674,0.642857142857143,0.242432432432432,0.321923076923077,25,0.84,0.16,"high"
171,"late",25,10,42,3,"11/5/18","10/24/18","10/29/18",11:44:00,2,"10/29/18",49.26,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,310,298,303,303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.7333333333333,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
172,"early",25,10,42,3,NA,"10/24/18","10/29/18",10:53:00,1,"10/29/18",59.8,"59.80",3,"10/29/18",11:00:00,"10/31/18",16:21:00,"11/2/18",185.47,"11/7/18",1984.81,"11/14/18",9121.18,"5","11/21/18",11068.59,"5","11/28/18",10607.36,"cull",NA,NA,NA,"11/28/18","10607.36",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,298,303,303,303,305,307,312,319,326,333,NA,333,NA,NA,NA,"0",10.8833333333333,11,16.35,5,9,14,21,28,35,NA,NA,35,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
173,"early",25,10,42,3,NA,"10/24/18","10/29/18",10:55:00,1,"10/29/18",61.79,"61.79",3,"10/29/18",11:00:00,"10/31/18",16:21:00,"11/3/18",126.94,"11/8/18",764.54,"11/15/18",8427.61,"5","11/22/18",10996.52,"cull",NA,NA,NA,NA,NA,NA,"11/22/18","10996.52",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"purple and dying on 11/24/18, marked last p5 measurement as cull",NA,0,298,303,303,303,305,308,313,320,327,NA,NA,327,NA,NA,NA,"0",10.9166666666667,11,16.35,5,10,15,22,29,NA,NA,NA,29,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
174,"early",25,10,42,3,NA,"10/24/18","10/29/18",10:56:00,1,"10/29/18",66.97,"66.97",3,"10/29/18",11:00:00,"10/31/18",16:21:00,"11/2/18",284.42,"11/6/18",1277.53,"11/13/18",10168.36,"5","11/20/18",13055.52,"5","11/27/18",14019.72,"cull",NA,NA,NA,"11/27/18","14019.72",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,298,303,303,303,305,307,311,318,325,332,NA,332,NA,NA,NA,"0",10.9333333333333,11,16.35,5,9,13,20,27,34,NA,NA,34,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
175,"early",25,10,42,3,NA,"10/24/18","10/29/18",10:57:00,2,"10/29/18",57.2,"57.20",3,"10/29/18",11:00:00,"10/31/18",16:21:00,"11/2/18",284.71,"11/7/18",1828.66,"11/14/18",11745.67,"5","11/21/18",15942.55,"cull",NA,NA,NA,NA,NA,NA,"11/21/18","15942.55",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"purple and dying on 11/24/18, marked last p5 measurement as cull",NA,0,298,303,303,303,305,307,312,319,326,NA,NA,326,NA,NA,NA,"0",10.95,11,16.35,5,9,14,21,28,NA,NA,NA,28,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
176,"late",25,10,0,0,NA,"10/25/18","10/30/18",10:42:00,2,"10/30/18",77.14,"2566.67",5,"11/8/18",09:45:00,"11/10/18",17:15:00,"11/3/18",229.37,"11/7/18",1497.34,"11/14/18",5329.28,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"5479.39",8,8,0,"11/23/18",5,3,2,0.81,0.37,84,70,"92",162,NA,NA,NA,NA,NA,NA,"70 immature 2nds of various sizes. Some may have been large 1sts. Roughly 100 larvae that were either 1sts or small 2nds--was impractical to try and stage all of them. All were very small and translucent, none approached the size of a mid or immature 2nd",0,299,304,304,313,315,308,312,319,NA,NA,NA,NA,NA,321,328,"0",10.7,9.75,17.25,5,9,13,20,NA,NA,NA,NA,NA,22,17,24,0.0493827160493827,0.0308641975308642,0.185,0.27,154,0.545454545454545,0.454545454545455,"high"
177,"early",25,10,42,3,NA,"10/25/18","10/30/18",09:46:00,1,"10/30/18",74.15,"74.15",3,"10/30/18",10:10:00,"11/1/18",16:16:00,"11/3/18",207.96,"11/7/18",903.47,"11/14/18",5060.59,"6","11/21/18",13366.06,"cull",NA,NA,NA,NA,NA,NA,"11/21/18","13366.06",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"molted to 6th instar 11/13/18. Mass: 4749.76. purple and dying on 11/24/18, marked last p5 measurement as cull",NA,0,299,304,304,304,306,308,312,319,326,NA,NA,326,NA,NA,NA,"0",9.76666666666667,10.1666666666667,16.2666666666667,5,9,13,20,27,NA,NA,NA,27,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
178,"mid",25,10,42,3,NA,"10/25/18","10/30/18",10:13:00,2,"10/30/18",50.94,"276.74",4,"11/3/18",08:35:00,"11/5/18",17:03:00,"11/2/18",237.45,"11/11/18",1606.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/15/18",5,0,"3047.62",159,159,NA,"11/21/18",121,47,74,15.07,13.83,16,6,"175",181,NA,NA,NA,NA,NA,NA,"6 immature 2nds of various sizes. at least 5 small 1sts",0,299,304,304,308,310,307,316,NA,NA,NA,NA,NA,NA,320,326,"0",10.2166666666667,8.58333333333333,17.05,5,8,17,NA,NA,NA,NA,NA,NA,21,16,22,0.878453038674033,0.668508287292818,0.186891891891892,0.32063829787234,22,0.727272727272727,0.272727272727273,"high"
179,"late",25,10,42,3,NA,"10/25/18","10/30/18",10:29:00,1,"10/30/18",74.45,"1682.46",5,"11/10/18",07:47:00,"11/12/18",16:58:00,"11/3/18",176.68,"11/9/18",1097.93,"11/16/18",3963.52,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"3765.94",13,9,4,"11/24/18",4,1,3,0.27,0.7,99,54,"112",166,NA,NA,NA,NA,NA,NA,"54 immature 2nds of various sizes. no 1sts seen",0,299,304,304,315,317,308,314,321,NA,NA,NA,NA,NA,321,329,"0",10.4833333333333,7.78333333333333,16.9666666666667,5,9,15,22,NA,NA,NA,NA,NA,22,17,25,0.0783132530120482,0.0240963855421687,0.233333333333333,0.27,153,0.647058823529412,0.352941176470588,"high"
180,"mid",25,10,42,3,"11/5/18","10/25/18","10/30/18",10:14:00,1,"10/30/18",75.32,"187.43",3,"11/3/18",08:35:00,NA,NA,"11/5/18",152.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock",NA,310,299,304,304,308,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.2333333333333,8.58333333333333,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
181,"late",25,10,42,3,NA,"10/25/18","10/30/18",10:30:00,1,"10/30/18",65.12,"2428.82",5,"11/9/18",10:20:00,"11/11/18",16:18:00,"11/3/18",298.28,"11/8/18",1632.51,"11/15/18",4058.56,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"3901.89",1,0,1,NA,0,NA,NA,NA,NA,116,37,"117",154,NA,NA,NA,NA,NA,NA,"37 immature 2nds or various sizes, at least 3 3rds",0,299,304,304,314,316,308,313,320,NA,NA,NA,NA,NA,321,NA,"0",10.5,10.3333333333333,16.3,5,9,14,21,NA,NA,NA,NA,NA,22,17,NA,0.00649350649350649,0,NA,NA,153,0.758169934640523,0.241830065359477,"high"
182,"control",25,10,0,0,NA,"10/25/18","10/30/18",10:44:00,1,"10/30/18",51.31,"FALSE",NA,NA,NA,NA,NA,"11/3/18",127.59,"11/9/18",808.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/14/18",5,0,"2374.63",124,106,18,"11/20/18",91,15,76,4.23,16.24,6,5,"130",135,NA,NA,NA,NA,NA,NA,"5 immature 2nds of various sizes. at least 3 firsts",0,299,304,304,0,NA,308,314,NA,NA,NA,NA,NA,NA,319,325,"0",10.7333333333333,NA,NA,5,9,15,NA,NA,NA,NA,NA,NA,20,15,21,0.918518518518519,0.674074074074074,0.213684210526316,0.282,11,0.545454545454545,0.454545454545455,"none"
183,"early",25,10,42,3,NA,"10/25/18","10/30/18",09:50:00,2,"10/30/18",60.1,"60.10",3,"10/30/18",10:10:00,"11/1/18",16:16:00,"11/3/18",200.67,"11/7/18",971.89,"11/14/18",8602.78,"5","11/21/18",11442.23,"5","11/28/18",11562.78,"cull",NA,NA,NA,"11/28/18","11562.78",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,299,304,304,304,306,308,312,319,326,333,NA,333,NA,NA,NA,"0",9.83333333333333,10.1666666666667,16.2666666666667,5,9,13,20,27,34,NA,NA,34,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
184,"mid",25,10,42,3,"11/13/18","10/25/18","10/30/18",10:16:00,2,"10/30/18",71.84,"299.71",3,"11/3/18",08:35:00,"11/5/18",17:03:00,"11/5/18",424.58,"11/11/18",1227.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,318,299,304,304,308,310,310,316,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.2666666666667,8.58333333333333,17.05,5,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
185,"late",25,10,42,3,NA,"10/25/18","10/30/18",10:31:00,1,"10/30/18",63.31,"1751.27",5,"11/8/18",09:45:00,"11/10/18",17:15:00,"11/2/18",223.92,"11/7/18",1472.12,"11/14/18",5073.74,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,1,"4771.98",28,16,12,"11/22/18",4,2,2,0.62,0.54,93,37,"121",158,NA,NA,NA,NA,NA,NA,"37 immature 2nds of various sizes, at least 2 1sts",0,299,304,304,313,315,307,312,319,NA,NA,NA,NA,NA,321,327,"0",10.5166666666667,9.75,17.25,5,8,13,20,NA,NA,NA,NA,NA,22,17,23,0.177215189873418,0.0253164556962025,0.27,0.31,130,0.715384615384615,0.284615384615385,"high"
186,"mid",25,10,42,3,"11/5/18","10/25/18","10/30/18",10:17:00,1,"10/30/18",61.91,"295.94",3,"11/3/18",08:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock",NA,310,299,304,304,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.2833333333333,8.58333333333333,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
187,"late",25,10,42,3,"11/7/18","10/25/18","10/30/18",10:33:00,1,"10/30/18",68.61,"FALSE",NA,NA,NA,NA,NA,"11/4/18",169.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,312,299,304,304,0,NA,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.55,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
188,"control",25,10,0,0,"11/1/18","10/25/18","10/30/18",10:45:00,2,"10/30/18",40.14,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,306,299,304,304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.75,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
189,"early",25,10,42,3,"11/9/18","10/25/18","10/30/18",09:52:00,1,"10/30/18",56.54,"56.54",3,"10/30/18",10:10:00,"11/1/18",16:16:00,"11/5/18",87.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,314,299,304,304,304,306,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.86666666666667,10.1666666666667,16.2666666666667,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
190,"mid",25,10,42,3,"11/5/18","10/25/18","10/30/18",10:18:00,3,"10/30/18",51.59,"71.84",3,"11/3/18",08:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during Heat shock",NA,310,299,304,304,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.3,8.58333333333333,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
191,"late",25,10,42,3,NA,"10/25/18","10/30/18",10:35:00,1,"10/30/18",47.84,"2072.69",5,"11/10/18",07:47:00,"11/12/18",16:58:00,"11/3/18",254.32,"11/9/18",1597.39,"11/16/18",4131.34,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/17/18",5,0,"3904.11",4,3,1,"11/24/18",1,0,1,0,0.17,92,19,"96",115,NA,NA,NA,NA,NA,NA,NA,0,299,304,304,315,317,308,314,321,NA,NA,NA,NA,NA,322,329,"0",10.5833333333333,7.78333333333333,16.9666666666667,5,9,15,22,NA,NA,NA,NA,NA,23,18,25,0.0347826086956522,0.00869565217391304,0.17,NA,111,0.828828828828829,0.171171171171171,"high"
192,"mid",25,10,42,3,NA,"10/25/18","10/30/18",10:20:00,1,"10/30/18",51.73,"324.12",4,"11/3/18",08:35:00,"11/5/18",17:03:00,"11/2/18",239.23,"11/9/18",1462.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/14/18",5,0,"3523.88",110,106,4,"11/20/18",103,21,82,11.93,17.15,19,1,"129",130,NA,NA,NA,NA,NA,NA,"some 1st instars found. some mat 2nd instars look stuck in their cuticle",0,299,304,304,308,310,307,314,NA,NA,NA,NA,NA,NA,319,325,"0",10.3333333333333,8.58333333333333,17.05,5,8,15,NA,NA,NA,NA,NA,NA,20,15,21,0.846153846153846,0.792307692307692,0.209146341463415,0.568095238095238,20,0.95,0.05,"high"
193,"late",25,10,42,3,NA,"10/25/18","10/30/18",10:37:00,2,"10/30/18",53.75,"2546.97",5,"11/10/18",07:47:00,"11/12/18",16:58:00,"11/3/18",294.62,"11/9/18",2026.41,"11/16/18",4171.33,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"4171.33",65,41,24,"11/23/18",15,0,15,0,3.58,57,30,"122",152,NA,NA,NA,NA,NA,NA,"30 immature 2nds of various sizes. no 1sts seen. several 2nds had not finished shedding cuticle",0,299,304,304,315,317,308,314,321,NA,NA,NA,NA,NA,321,328,"0",10.6166666666667,7.78333333333333,16.9666666666667,5,9,15,22,NA,NA,NA,NA,NA,22,17,24,0.427631578947368,0.0986842105263158,0.238666666666667,NA,87,0.655172413793103,0.344827586206897,"high"
194,"mid",25,10,42,3,NA,"10/25/18","10/30/18",10:21:00,2,"10/30/18",71.01,"396.86",4,"11/3/18",08:35:00,"11/5/18",17:03:00,"11/2/18",245.35,"11/9/18",2258.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,0,"5263.02",182,145,37,"11/19/18",110,52,58,13.43,11.99,39,2,"221",223,NA,NA,NA,NA,NA,NA,"2 immature 2nds, no 1sts seen",0,299,304,304,308,310,307,314,NA,NA,NA,NA,NA,NA,318,324,"0",10.35,8.58333333333333,17.05,5,8,15,NA,NA,NA,NA,NA,NA,19,14,20,0.816143497757848,0.493273542600897,0.206724137931034,0.258269230769231,41,0.951219512195122,0.0487804878048781,"high"
195,"mid",25,10,42,3,NA,"10/25/18","10/30/18",10:22:00,1,"10/30/18",47.63,"227.56",4,"11/3/18",08:35:00,"11/5/18",17:03:00,"11/2/18",150.16,"11/7/18",776.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,1,"1457.91",57,44,13,"11/18/18",37,1,36,0.23,7.84,8,0,"65",65,NA,NA,NA,NA,NA,"was bleeding badly and nearly dead upon cocoon counting.",NA,0,299,304,304,308,310,307,312,NA,NA,NA,NA,NA,NA,317,323,"0",10.3666666666667,8.58333333333333,17.05,5,8,13,NA,NA,NA,NA,NA,NA,18,13,19,0.876923076923077,0.569230769230769,0.217777777777778,0.23,8,1,0,"high"
196,"mid",25,10,42,3,"11/11/18","10/25/18","10/30/18",10:23:00,1,"10/30/18",41.58,"79.33",3,"11/3/18",08:35:00,"11/5/18",17:03:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,316,299,304,304,308,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.3833333333333,8.58333333333333,17.05,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
197,"mid",25,10,42,3,NA,"10/25/18","10/30/18",10:24:00,1,"10/30/18",57.35,"228.80",4,"11/3/18",08:35:00,"11/5/18",17:03:00,"11/2/18",168.52,"11/7/18",749.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"2158",40,40,0,"11/18/18",37,1,36,0.37,7.15,9,0,"49",49,NA,NA,NA,NA,NA,NA,NA,0,299,304,304,308,310,307,312,NA,NA,NA,NA,NA,NA,317,323,"0",10.4,8.58333333333333,17.05,5,8,13,NA,NA,NA,NA,NA,NA,18,13,19,0.816326530612245,0.755102040816326,0.198611111111111,0.37,9,1,0,"high"
198,"late",25,10,42,3,NA,"10/25/18","10/30/18",10:38:00,2,"10/30/18",40.22,"1367.01",5,"11/9/18",10:20:00,"11/11/18",16:18:00,"11/3/18",183.4,"11/8/18",845.37,"11/15/18",2645.75,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"2512.59",9,5,4,"11/23/18",5,0,5,0,0.96,85,42,"94",136,NA,NA,NA,NA,NA,NA,"42 immature 2nds, mostly small--some could have been 1sts. at least 4 1sts",0,299,304,304,314,316,308,313,320,NA,NA,NA,NA,NA,321,328,"0",10.6333333333333,10.3333333333333,16.3,5,9,14,21,NA,NA,NA,NA,NA,22,17,24,0.0661764705882353,0.0367647058823529,0.192,NA,127,0.669291338582677,0.330708661417323,"high"
199,"late",25,10,42,3,NA,"10/25/18","10/30/18",10:39:00,2,"10/30/18",51.42,"3119.42",5,"11/10/18",07:47:00,"11/12/18",16:58:00,"11/3/18",321.66,"11/9/18",2195.48,"11/16/18",5027.77,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"5027.77",62,32,30,"11/22/18",8,0,8,0,2.01,131,19,"193",212,NA,NA,NA,NA,NA,NA,"19 immature 2nds of various sizes. several mature 2nds that had partially shed their cuticle",0,299,304,304,315,317,308,314,321,NA,NA,NA,NA,NA,321,327,"0",10.65,7.78333333333333,16.9666666666667,5,9,15,22,NA,NA,NA,NA,NA,22,17,23,0.292452830188679,0.0377358490566038,0.25125,NA,150,0.873333333333333,0.126666666666667,"high"
200,"mid",25,10,42,3,"11/1/18","10/25/18","10/30/18",10:25:00,1,"10/30/18",41.75,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,306,299,304,304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.4166666666667,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
201,"late",25,10,42,3,NA,"10/25/18","10/30/18",10:41:00,1,"10/30/18",57.09,"FALSE",5,"11/8/18",09:45:00,"11/10/18",17:15:00,"11/2/18",164,"11/7/18",1258.31,"11/14/18",3848.61,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"3623.33",2,1,1,"11/22/18",1,1,0,0.24,0,103,54,"105",159,NA,NA,NA,NA,NA,NA,"54 immature 2nds of various sizes. 8 small larvae that were either large 1sts or small 2nds, could not tell",0,299,304,304,313,315,307,312,319,NA,NA,NA,NA,NA,321,327,"0",10.6833333333333,9.75,17.25,5,8,13,20,NA,NA,NA,NA,NA,22,17,23,0.0125786163522013,0.00628930817610063,NA,0.24,157,0.656050955414013,0.343949044585987,"high"
203,"control",25,10,0,0,NA,"11/6/18","11/12/18",10:05:00,1,"11/12/18",67.92,"FALSE",NA,NA,NA,NA,NA,"11/16/18",322.49,"11/21/18",1963.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/26/18",5,0,"4061.8",NA,NA,NA,"12/3/18",37,24,13,7.01,2.96,11,1,NA,NA,NA,NA,NA,NA,NA,NA,"some 1st instars found",0,311,317,317,0,NA,321,326,NA,NA,NA,NA,NA,NA,331,338,"0",10.0833333333333,NA,NA,6,10,15,NA,NA,NA,NA,NA,NA,20,14,21,NA,NA,0.227692307692308,0.292083333333333,12,0.916666666666667,0.0833333333333333,"none"
204,"early",25,10,42,3,NA,"11/6/18","11/12/18",09:58:00,1,"11/12/18",74.14,"74.14",3,"11/12/18",10:04:00,"11/14/18",16:49:00,"11/17/18",513.6,"11/22/18",2107.01,"11/29/18",15267.78,"5","12/6/18",16712.03,"5",NA,NA,NA,NA,NA,NA,NA,NA,"12/7/18","14567.73",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"over 2 g at molt to 5th, but very obviously freshly molted, maybe a wanderer(characteristic pink near head and dorsal vessical showing but hasn't destroyed food) on 12/6/18 at P5.2 but am leaving one more day to observe. disturbed food and had clear dorsal clearing on 12/7/18, frozen as wanderer for dna extraction",NA,0,311,317,317,317,319,322,327,334,341,NA,NA,NA,342,NA,NA,"0",9.96666666666667,10.0666666666667,16.8166666666667,6,11,16,23,30,NA,NA,31,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
205,"mid",25,10,42,3,"11/23/18","11/6/18","11/12/18",10:07:00,2,"11/12/18",55.14,"285.40",3,"11/16/18",09:10:00,"11/18/18",15:58:00,"11/16/18",273.28,"11/22/18",1017.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"molted into 4th but had not shed cuticle, was not able to remove. removed cuticle from all prolegs 1 day after molt to 4th. did not shed over thoracic legs at molt to 5th. could not remove",NA,328,311,317,317,321,323,321,327,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.1166666666667,9.16666666666667,15.9666666666667,6,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
